"","KEGG_ID","Human1_ID","Irreversible_Human1","Irreversible.Old","Irreversible","Fil.Irreversible","Pathway","RN","Reaction_formula","C_in","C_out","C_in_name","C_out_name","M_name","Human1.EQUATION","KEGG.EC","Rhea","Gene_symbol_HSA","Human1.ECNumber","Human1.Ensembl","Human1.Symbol","New_KEGG_Symbol","Final.EC","Final.Symbol","RHEA_ID","Reactome_ID","Reactants_SL","Products_SL","SL_change","Reactome_SL","Final_SL","Final_SL_abbr","SL.confirmed","Note","is_core_pathway","Transporter_Class","Is.transport.reaction","is.reaction.group","Reaction.group.Note","is.newly.added.nucleotide.metabolism","is.nucleotide.metabolism","KEGG_module_ids","KEGG_module_names","BDRL_id","C_in_v1.1","C_out_v1.1"
"BDRL_M_1585","R04804","MAR01512","TRUE","FALSE","FALSE","TRUE","Steroid biosynthesis;Metabolic pathways","rn00100;rn01100","C05437 <=> C05439","C05437_c","C05439_c","Zymosterol","5alpha-Cholesta-7,24-dien-3beta-ol","Zymosterol = 5alpha-Cholesta-7,24-dien-3beta-ol","zymosterol[c] => 5alpha-cholesta-7,24-dien-3beta-ol[c]","5.3.3.5",NA,"SH3D19","5.3.3.5","ENSG00000147155","EBP","EBP","5.3.3.5","EBP","34000;33999","R-HSA-195690","c","c","c","endoplasmic reticulum membrane","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1585","C05437_c","C05439_c"
"BDRL_M_1586","R04806","",NA,"FALSE","FALSE","FALSE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C05452 + C00007 + 2 C00080 + 2 C00662 <=> C05444 + C00001 + 2 C00667","C05452_m + C00007_m + C00080_m + C00662_m","C05444_m + C00001_m + C00667_m","3alpha,7alpha-Dihydroxy-5beta-cholestane + Oxygen + H+ + Reduced adrenal ferredoxin","3alpha,7alpha,26-Trihydroxy-5beta-cholestane + H2O + Oxidized adrenal ferredoxin","3alpha,7alpha-Dihydroxy-5beta-cholestane + Oxygen + H+ + Reduced adrenal ferredoxin = 3alpha,7alpha,26-Trihydroxy-5beta-cholestane + H2O + Oxidized adrenal ferredoxin","","1.14.15.15",NA,"CYP27A1","","","","CYP27A1","1.14.15.15","CYP27A1","","","","","","","Mitochondria","m","Y","","Y","","N","N","","0","0","M00104","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate","BDRL_M_1586","C05452_m + C00007_m + C00080_m + C00662_m","C05444_m + C00001_m + C00667_m"
"BDRL_M_1587","R04806","",NA,"FALSE","FALSE","FALSE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C05452 + C00007 + 2 C00080 + 2 C00662 <=> C05444 + C00001 + 2 C00667","C05452_c + C00007_c + C00080_c + C00662_c","C05444_c + C00001_c + C00667_c","3alpha,7alpha-Dihydroxy-5beta-cholestane + Oxygen + H+ + Reduced adrenal ferredoxin","3alpha,7alpha,26-Trihydroxy-5beta-cholestane + H2O + Oxidized adrenal ferredoxin","3alpha,7alpha-Dihydroxy-5beta-cholestane + Oxygen + H+ + Reduced adrenal ferredoxin = 3alpha,7alpha,26-Trihydroxy-5beta-cholestane + H2O + Oxidized adrenal ferredoxin","","1.14.15.15",NA,"CYP27A1","","","","CYP27A1","1.14.15.15","CYP27A1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","M00104","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate","BDRL_M_1587","C05452_c + C00007_c + C00080_c + C00662_c","C05444_c + C00001_c + C00667_c"
"BDRL_M_1588","R04807","MAR01604","TRUE","TRUE","FALSE","TRUE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C05454 + C00007 + 2 C00080 + 2 C00662 <=> C05446 + C00001 + 2 C00667","C05454_c + C00007_c + C00080_c + C00662_c","C05446_c + C00001_c + C00667_c","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane + Oxygen + H+ + Reduced adrenal ferredoxin","3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane + H2O + Oxidized adrenal ferredoxin","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane + Oxygen + H+ + Reduced adrenal ferredoxin = 3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane + H2O + Oxidized adrenal ferredoxin","5beta-cholestan-3alpha,7alpha,12alpha-triol[c] + H+[c] + NADPH[c] + O2[c] => 5beta-cholestane-3alpha,7alpha,12alpha,26-tetrol[c] + H2O[c] + NADP+[c]","1.14.15.15","14376","CYP27A1","1.14.13.15","ENSG00000135929","CYP27A1","CYP27A1","1.14.13.15","CYP27A1","14373","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","M00104","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate","BDRL_M_1588","C05454_c + C00007_c + C00080_c + C00662_c","C05446_c + C00001_c + C00667_c"
"BDRL_M_1589","R04807","MAR01802","FALSE","TRUE","FALSE","FALSE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C05454 + C00007 + 2 C00080 + 2 C00662 <=> C05446 + C00001 + 2 C00667","C05454_m + C00007_m + C00080_m + C00662_m","C05446_m + C00001_m + C00667_m","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane + Oxygen + H+ + Reduced adrenal ferredoxin","3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane + H2O + Oxidized adrenal ferredoxin","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane + Oxygen + H+ + Reduced adrenal ferredoxin = 3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane + H2O + Oxidized adrenal ferredoxin","5beta-cholestan-3alpha,7alpha,12alpha-triol[m] + H+[m] + NADPH[m] + O2[m] <=> 5beta-cholestane-3alpha,7alpha,12alpha,27-tetraol[m] + H2O[m] + NADP+[m]","1.14.15.15","14376","CYP27A1","1.14.13.-","ENSG00000130649 or ENSG00000135929","CYP2E1 or CYP27A1","CYP27A1","1.14.13.-","CYP2E1;CYP27A1","14373","","m","m","m","","Mitochondria","m","Y","","Y","","N","N","","0","0","M00104","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate","BDRL_M_1589","C05454_m + C00007_m + C00080_m + C00662_m","C05446_m + C00001_m + C00667_m"
"BDRL_M_1590","R04809","MAR01706","TRUE","FALSE","FALSE","TRUE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C05447 + C00001 <=> C05448","C05447_x + C00001_x","C05448_x","(24E)-3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA + H2O","(24R,25R)-3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA","(24E)-3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA + H2O = (24R,25R)-3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA","3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA[x] + H2O[x] => (24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA[x]","4.2.1.107",NA,"HSD17B4","4.2.1.107","ENSG00000113790 or ENSG00000133835","EHHADH or HSD17B4","HSD17B4","4.2.1.107","HSD17B4","47409;47408","R-HSA-193535","x","x","x","peroxisomal matrix","Peroxisome","x","Y","","Y","","N","N","","0","0","M00104; M00862","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate | beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA","BDRL_M_1590","C05447_x + C00001_x","C05448_x"
"BDRL_M_1591","R04811","MAR01710","TRUE","FALSE","FALSE","TRUE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C00100 + C05337 <=> C00010 + C05449","C00010_x + C05449_x","C00100_x + C05337_x","CoA + 3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA","Propanoyl-CoA + Chenodeoxycholoyl-CoA"," CoA + 3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA = Propanoyl-CoA + Chenodeoxycholoyl-CoA ","3alpha,7alpha-dihydroxy-24-oxo-5beta-cholestanoyl coa[x] + CoA[x] => chenodeoxycholoyl-CoA[x] + propanoyl-CoA[x]","2.3.1.176",NA,"CTDSP2","2.3.1.176;2.3.1.154","ENSG00000060971 or ENSG00000116171 or ENSG00000167306","ACAA1 or SCP2 or MYO5B","SCP2","2.3.1.176;2.3.1.154","ACAA1;SCP2;MYO5B","","R-HSA-193533","x","x","x","peroxisomal matrix","Peroxisome","x","N","","Y","","N","N","","0","0","M00104; M00862","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate | beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA","BDRL_M_1591","C00010_x + C05449_x","C00100_x + C05337_x"
"BDRL_M_1592","R04813","MAR01642","TRUE","TRUE","FALSE","TRUE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C15614 <=> C05460 + C00001","C05460_x + C00001_x","C15614_x","(24E)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA + H2O","(24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA"," (24E)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA + H2O = (24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA ","3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA[x] + H2O[x] => (24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA[x]","4.2.1.107","18936","HSD17B4","4.2.1.107","ENSG00000060971 and ENSG00000113790 and ENSG00000133835","ACAA1 and EHHADH and HSD17B4","HSD17B4","4.2.1.107","HSD17B4","18933","R-HSA-192331","x","x","x","peroxisomal matrix","Peroxisome","x","Y","","Y","","N","N","","0","0","M00104; M00862","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate | beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA","BDRL_M_1592","C05460_x + C00001_x","C15614_x"
"BDRL_M_1593","R04817","MAR01673","TRUE","FALSE","FALSE","TRUE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C05451 + C00006 <=> C05455 + C00005 + C00080","C05455_c + C00005_c + C00080_c","C05451_c + C00006_c","7alpha-Hydroxycholest-4-en-3-one + NADPH + H+","7alpha-Hydroxy-5beta-cholestan-3-one + NADP+"," 7alpha-Hydroxycholest-4-en-3-one + NADPH + H+ = 7alpha-Hydroxy-5beta-cholestan-3-one + NADP+ ","7alpha-hydroxycholest-4-en-3-one[c] + H+[c] + NADPH[c] => 7alpha-hydroxy-5beta-cholestan-3-one[c] + NADP+[c]","1.3.1.3",NA,"AKR1D1","1.3.1.3;1.3.99.6","ENSG00000122787","AKR1D1","AKR1D1","1.3.1.3;1.3.99.6","AKR1D1","46641;46640","R-HSA-192033","c","c","c","cytosol","Cytosol","c","Y","","Y","","N","N","","0","0","M00104","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate","BDRL_M_1593","C05455_c + C00005_c + C00080_c","C05451_c + C00006_c"
"BDRL_M_1594","R04818","MAR01678","TRUE","FALSE","FALSE","TRUE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C05452 + C00003 <=> C05451 + C00004 + C00080","C05451_c + C00004_c + C00080_c","C05452_c + C00003_c","7alpha-Hydroxy-5beta-cholestan-3-one + NADH + H+","3alpha,7alpha-Dihydroxy-5beta-cholestane + NAD+"," 7alpha-Hydroxy-5beta-cholestan-3-one + NADH + H+ = 3alpha,7alpha-Dihydroxy-5beta-cholestane + NAD+ ","7alpha-hydroxy-5beta-cholestan-3-one[c] + H+[c] + NADH[c] => 5beta-cholestane-3alpha,7alpha-diol[c] + NAD+[c]","1.1.1.50",NA,"AKR1C4","1.1.1.50","ENSG00000198610","AKR1C4","AKR1C4","1.1.1.50","AKR1C4","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","M00104","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate","BDRL_M_1594","C05451_c + C00004_c + C00080_c","C05452_c + C00003_c"
"BDRL_M_1595","R04819","MAR01676","TRUE","FALSE","FALSE","TRUE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C05452 + C00006 <=> C05451 + C00005 + C00080","C05451_c + C00005_c + C00080_c","C05452_c + C00006_c","7alpha-Hydroxy-5beta-cholestan-3-one + NADPH + H+","3alpha,7alpha-Dihydroxy-5beta-cholestane + NADP+"," 7alpha-Hydroxy-5beta-cholestan-3-one + NADPH + H+ = 3alpha,7alpha-Dihydroxy-5beta-cholestane + NADP+ ","7alpha-hydroxy-5beta-cholestan-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestane-3alpha,7alpha-diol[c] + NADP+[c]","1.1.1.50",NA,"AKR1C4","1.1.1.213;1.1.1.50","ENSG00000151632 or ENSG00000187134 or ENSG00000196139 or ENSG00000198610","AKR1C2 or AKR1C1 or AKR1C3 or AKR1C4","AKR1C4","1.1.1.213;1.1.1.50","AKR1C2;AKR1C1;AKR1C3;AKR1C4","","R-HSA-192160","c","c","c","cytosol","Cytosol","c","Y","","Y","","N","N","","0","0","M00104","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate","BDRL_M_1595","C05451_c + C00005_c + C00080_c","C05452_c + C00006_c"
"BDRL_M_1596","R04823","",NA,"FALSE","FALSE","FALSE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C05453 + C00006 <=> C17339 + C00005 + C00080","C05453_c + C00006_c","C17339_c + C00005_c + C00080_c","7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one + NADP+","4-Cholesten-7alpha,12alpha-diol-3-one + NADPH + H+","7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one + NADP+ = 4-Cholesten-7alpha,12alpha-diol-3-one + NADPH + H+","","1.3.1.3",NA,"AKR1D1","","","","AKR1D1","1.3.1.3","AKR1D1","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","M00104","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate","BDRL_M_1596","C05453_c + C00006_c","C17339_c + C00005_c + C00080_c"
"BDRL_M_1597","R04824","MAR01598","TRUE","FALSE","FALSE","TRUE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C05454 + C00003 <=> C05453 + C00004 + C00080","C05453_c + C00004_c + C00080_c","C05454_c + C00003_c","7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one + NADH + H+","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane + NAD+"," 7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one + NADH + H+ = 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane + NAD+ ","7alpha,12alpha-dihydroxy-5beta-cholestan-3-one[c] + H+[c] + NADH[c] => 5beta-cholestan-3alpha,7alpha,12alpha-triol[c] + NAD+[c]","1.1.1.50",NA,"AKR1C4","1.1.1.50","ENSG00000198610","AKR1C4","AKR1C4","1.1.1.50","AKR1C4","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","M00104","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate","BDRL_M_1597","C05453_c + C00004_c + C00080_c","C05454_c + C00003_c"
"BDRL_M_1598","R04825","MAR01599","TRUE","FALSE","FALSE","TRUE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C05454 + C00006 <=> C05453 + C00005 + C00080","C05453_c + C00005_c + C00080_c","C05454_c + C00006_c","7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one + NADPH + H+","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane + NADP+"," 7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one + NADPH + H+ = 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane + NADP+ ","7alpha,12alpha-dihydroxy-5beta-cholestan-3-one[c] + H+[c] + NADPH[c] => 5beta-cholestan-3alpha,7alpha,12alpha-triol[c] + NADP+[c]","1.1.1.50",NA,"AKR1C4","1.1.1.50;1.1.1.213","ENSG00000151632 or ENSG00000187134 or ENSG00000196139 or ENSG00000198610","AKR1C2 or AKR1C1 or AKR1C3 or AKR1C4","AKR1C4","1.1.1.213;1.1.1.50","AKR1C2;AKR1C1;AKR1C3;AKR1C4","","R-HSA-192036","c","c","c","cytosol","Cytosol","c","Y","","Y","","N","N","","0","0","M00104","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate","BDRL_M_1598","C05453_c + C00005_c + C00080_c","C05454_c + C00006_c"
"BDRL_M_1599","R04826","MAR01589","TRUE","TRUE","FALSE","TRUE","Primary bile acid biosynthesis;Metabolic pathways","rn00120;rn01100","C05455 + C03024 + C00007 <=> C17339 + C03161 + C00001","C05455_r + C03024_r + C00007_r","C17339_r + C03161_r + C00001_r","7alpha-Hydroxycholest-4-en-3-one + [Reduced NADPH---hemoprotein reductase] + Oxygen","4-Cholesten-7alpha,12alpha-diol-3-one + [Oxidized NADPH---hemoprotein reductase] + H2O","7alpha-Hydroxycholest-4-en-3-one + [Reduced NADPH---hemoprotein reductase] + Oxygen = 4-Cholesten-7alpha,12alpha-diol-3-one + [Oxidized NADPH---hemoprotein reductase] + H2O","7alpha-hydroxycholest-4-en-3-one[r] + H+[r] + NADPH[r] + O2[r] => 7alpha,12alpha-dihydroxycholest-4-en-3-one[r] + H2O[r] + NADP+[r]","1.14.14.139","46755","CYP8B1","1.14.13.95","ENSG00000180432","CYP8B1","CYP8B1","1.14.13.95","CYP8B1","46753;46752","R-HSA-192157","r","r","r","cytosol","Endoplasmic Reticulum","r","Y","","Y","","N","N","","0","0","M00104","Bile acid biosynthesis, cholesterol => cholate/chenodeoxycholate","BDRL_M_1599","C05455_r + C03024_r + C00007_r","C17339_r + C03161_r + C00001_r"
"BDRL_M_1600","R04829","",NA,"FALSE","FALSE","FALSE","Steroid hormone biosynthesis","rn00140","C05470 + C00003 <=> C05469 + C00004 + C00080","C05470_c + C00003_c","C05469_c + C00004_c + C00080_c","Tetrahydrocortisone + NAD+","17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione + NADH + H+","Tetrahydrocortisone + NAD+ = 17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione + NADH + H+","","1.1.1.50",NA,"AKR1C4","","","","AKR1C4","1.1.1.50","AKR1C4","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1600","C05470_c + C00003_c","C05469_c + C00004_c + C00080_c"
"BDRL_M_1601","R04830","",NA,"FALSE","FALSE","FALSE","Steroid hormone biosynthesis","rn00140","C05470 + C00006 <=> C05469 + C00005 + C00080","C05470_c + C00006_c","C05469_c + C00005_c + C00080_c","Tetrahydrocortisone + NADP+","17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione + NADPH + H+","Tetrahydrocortisone + NADP+ = 17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione + NADPH + H+","","1.1.1.50",NA,"AKR1C4","","","","AKR1C4","1.1.1.50","AKR1C4","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1601","C05470_c + C00006_c","C05469_c + C00005_c + C00080_c"
"BDRL_M_1602","R04832","",NA,"FALSE","FALSE","FALSE","Steroid hormone biosynthesis","rn00140","C05472 + C00003 <=> C05471 + C00004 + C00080","C05472_c + C00003_c","C05471_c + C00004_c + C00080_c","Urocortisol + NAD+","Dihydrocortisol + NADH + H+","Urocortisol + NAD+ = Dihydrocortisol + NADH + H+","","1.1.1.50",NA,"AKR1C4","","","","AKR1C4","1.1.1.50","AKR1C4","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1602","C05472_c + C00003_c","C05471_c + C00004_c + C00080_c"
"BDRL_M_1603","R04833","",NA,"FALSE","FALSE","FALSE","Steroid hormone biosynthesis","rn00140","C05472 + C00006 <=> C05471 + C00005 + C00080","C05472_c + C00006_c","C05471_c + C00005_c + C00080_c","Urocortisol + NADP+","Dihydrocortisol + NADPH + H+","Urocortisol + NADP+ = Dihydrocortisol + NADPH + H+","","1.1.1.50",NA,"AKR1C4","","","","AKR1C4","1.1.1.50","AKR1C4","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1603","C05472_c + C00006_c","C05471_c + C00005_c + C00080_c"
"BDRL_M_1604","R04835","",NA,"FALSE","FALSE","FALSE","Steroid hormone biosynthesis","rn00140","C05474 + C00003 <=> C05473 + C00004 + C00080","C05474_c + C00003_c","C05473_c + C00004_c + C00080_c","3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al + NAD+","11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al + NADH + H+","3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al + NAD+ = 11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al + NADH + H+","","1.1.1.50",NA,"AKR1C4","","","","AKR1C4","1.1.1.50","AKR1C4","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1604","C05474_c + C00003_c","C05473_c + C00004_c + C00080_c"
"BDRL_M_1605","R04836","",NA,"FALSE","FALSE","FALSE","Steroid hormone biosynthesis","rn00140","C05474 + C00006 <=> C05473 + C00005 + C00080","C05474_c + C00006_c","C05473_c + C00005_c + C00080_c","3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al + NADP+","11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al + NADPH + H+","3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al + NADP+ = 11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al + NADPH + H+","","1.1.1.50",NA,"AKR1C4","","","","AKR1C4","1.1.1.50","AKR1C4","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1605","C05474_c + C00006_c","C05473_c + C00005_c + C00080_c"
"BDRL_M_1606","R04845","",NA,"FALSE","FALSE","FALSE","Steroid hormone biosynthesis;Metabolic pathways","rn00140;rn01100","C05480 + C00003 <=> C05479 + C00004 + C00080","C05480_c + C00003_c","C05479_c + C00004_c + C00080_c","Pregnanolone + NAD+","5beta-Pregnane-3,20-dione + NADH + H+","Pregnanolone + NAD+ = 5beta-Pregnane-3,20-dione + NADH + H+","","1.1.1.50",NA,"AKR1C4","","","","AKR1C4","1.1.1.50","AKR1C4","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1606","C05480_c + C00003_c","C05479_c + C00004_c + C00080_c"
"BDRL_M_1607","R04846","",NA,"FALSE","FALSE","FALSE","Steroid hormone biosynthesis;Metabolic pathways","rn00140;rn01100","C05480 + C00006 <=> C05479 + C00005 + C00080","C05480_c + C00006_c","C05479_c + C00005_c + C00080_c","Pregnanolone + NADP+","5beta-Pregnane-3,20-dione + NADPH + H+","Pregnanolone + NADP+ = 5beta-Pregnane-3,20-dione + NADPH + H+","","1.1.1.50",NA,"AKR1C4","","","","AKR1C4","1.1.1.50","AKR1C4","","","","","","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1607","C05480_c + C00006_c","C05479_c + C00005_c + C00080_c"
"BDRL_M_1608","R04849","MAR01949","TRUE","FALSE","FALSE","TRUE","Steroid hormone biosynthesis","rn00140","C05488 + C00080 + C00004 <=> C05487 + C00003","C05487_c + C00003_c","C05488_c + C00080_c + C00004_c","17alpha,21-Dihydroxypregnenolone + NAD+","11-Deoxycortisol + H+ + NADH"," 17alpha,21-Dihydroxypregnenolone + NAD+ = 11-Deoxycortisol + H+ + NADH ","17alpha,21-dihydroxypregnenolone[c] + NAD+[c] => 11-deoxycortisol[c] + H+[c] + NADH[c]","1.1.1.145;5.3.3.1",NA,"HSD3B1;HSD3B2","1.1.1.145;5.3.3.1","ENSG00000203857 or ENSG00000203859","HSD3B1 or HSD3B2","HSD3B1;HSD3B2","1.1.1.145;5.3.3.1","HSD3B1;HSD3B2","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1608","C05487_c + C00003_c","C05488_c + C00080_c + C00004_c"
"BDRL_M_1609","R04850","MAR01950","TRUE","FALSE","FALSE","TRUE","Steroid hormone biosynthesis","rn00140","C05487 + 2 C00138 + C00007 + 2 C00080 <=> C05489 + 2 C00139 + C00001","C05487_c + C00138_c + C00007_c + C00080_c","C05489_c + C00139_c + C00001_c","17alpha,21-Dihydroxypregnenolone + Reduced ferredoxin + Oxygen + H+","11beta,17alpha,21-Trihydroxypregnenolone + Oxidized ferredoxin + H2O","17alpha,21-Dihydroxypregnenolone + Reduced ferredoxin + Oxygen + H+ = 11beta,17alpha,21-Trihydroxypregnenolone + Oxidized ferredoxin + H2O","17alpha,21-dihydroxypregnenolone[c] + 2 H+[c] + O2[c] + 2 reduced ferredoxin[c] => 11beta,17alpha,21-trihydroxypregnenolone[c] + H2O[c] + 2 oxidized ferredoxin[c]","1.14.15.4",NA,"CYP11B1;CYP11B2","1.14.15.4","ENSG00000160882 or ENSG00000179142","CYP11B1 or CYP11B2","CYP11B1;CYP11B2","1.14.15.4","CYP11B1;CYP11B2","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1609","C05487_c + C00138_c + C00007_c + C00080_c","C05489_c + C00139_c + C00001_c"
"BDRL_M_1610","R04852","MAR01991","TRUE","FALSE","FALSE","TRUE","Steroid hormone biosynthesis","rn00140","C05497 + C03161 + C00001 <=> C05498 + C03024 + C00007","C05497_c + C03161_c + C00001_c","C05498_c + C03024_c + C00007_c","21-Deoxycortisol + [Oxidized NADPH---hemoprotein reductase] + H2O","11beta-Hydroxyprogesterone + [Reduced NADPH---hemoprotein reductase] + Oxygen","21-Deoxycortisol + [Oxidized NADPH---hemoprotein reductase] + H2O = 11beta-Hydroxyprogesterone + [Reduced NADPH---hemoprotein reductase] + Oxygen","21-deoxycortisol[c] + H2O[c] + NADP+[c] => 11beta-hydroxyprogesterone[c] + H+[c] + NADPH[c] + O2[c]","1.14.14.19",NA,"CYP17A1","1.14.99.9","ENSG00000148795","CYP17A1","CYP17A1","1.14.99.9","CYP17A1","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1610","C05497_c + C03161_c + C00001_c","C05498_c + C03024_c + C00007_c"
"BDRL_M_1611","R04853","MAR01933","TRUE","FALSE","FALSE","TRUE","Steroid hormone biosynthesis","rn00140","C05500 + C03024 + C00007 <=> C05499 + C03161 + C00001","C05500_c + C03024_c + C00007_c","C05499_c + C03161_c + C00001_c","20alpha-Hydroxycholesterol + [Reduced NADPH---hemoprotein reductase] + Oxygen","17alpha,20alpha-Dihydroxycholesterol + [Oxidized NADPH---hemoprotein reductase] + H2O","20alpha-Hydroxycholesterol + [Reduced NADPH---hemoprotein reductase] + Oxygen = 17alpha,20alpha-Dihydroxycholesterol + [Oxidized NADPH---hemoprotein reductase] + H2O","20-hydroxycholesterol[c] + H+[c] + NADPH[c] + O2[c] => 17alpha,20alpha-dihydroxycholesterol[c] + H2O[c] + NADP+[c]","1.14.14.19",NA,"CYP17A1","1.14.99.9","ENSG00000148795","CYP17A1","CYP17A1","1.14.99.9","CYP17A1","","","c","c","c","","Cytosol","c","Y","","Y","","N","N","","0","0","","","BDRL_M_1611","C05500_c + C03024_c + C00007_c","C05499_c + C03161_c + C00001_c"
